,importance,stddev,p_value,n,p99_high,p99_low
f_3,8.370894827290615,1.151612855554765,4.192170299027672e-05,5,10.74208161385905,5.999708040722179
f_4,5.839245484328792,0.7671887632971737,3.4948865065221846e-05,5,7.418897751633243,4.259593217024341
f_1,2.7109332374550457,0.29910997699741093,1.749898759785444e-05,5,3.3268048142319353,2.095061660678156
f_52,1.5559839601288636,0.2755971981914554,0.00011332057980933036,5,2.123442400363152,0.9885255198945754
f_0,1.1942606187924953,0.17874053482443159,5.845426127865356e-05,5,1.562289850452729,0.8262313871322619
f_50,0.9891081108869673,0.11262179354109599,1.9825573853773786e-05,5,1.2209979403866917,0.7572182813872428
f_53,0.6726309006862247,0.08047427635431592,2.4124526781362873e-05,5,0.8383285479724626,0.5069332533999867
f_2,0.5008278156435328,0.05000869052094377,1.177220701140294e-05,5,0.6037964006197128,0.3978592306673529
f_51,0.4016218732971467,0.057686422161776094,4.969965136674544e-05,5,0.520399013839329,0.2828447327549645
f_54,0.22313272236724072,0.041100983324663894,0.00013211158911594127,5,0.3077602151086831,0.13850522962579828
f_33,0.043245649126291905,0.017234716211251208,0.0024787458563611765,5,0.07873216801435087,0.007759130238232943
f_8,0.03728080338980383,0.0038918392479981023,1.4046738679763274e-05,5,0.04529415419236674,0.029267452587240922
f_31,0.02935874873531013,0.012781995543157251,0.0034050939392428732,5,0.05567705422462376,0.003040443245996498
f_6,0.028676635179751442,0.016710415976228486,0.009251083512420016,5,0.06308361263729928,-0.0057303422777963894
f_39,0.028274476233829567,0.00917662414490157,0.0011632527874592769,5,0.04716927218260639,0.009379680285052747
f_5,0.027325017517761764,0.003912909054907073,4.910850213925994e-05,5,0.03538175134396592,0.019268283691557607
f_34,0.024829455777459347,0.012696103591052315,0.005969910855246861,5,0.05097090855023598,-0.0013119969953172828
f_28,0.023495995549983724,0.009130314031200702,0.0022615360998283008,5,0.04229543833457666,0.004696552765390782
f_36,0.023478712275906415,0.009027160252617555,0.002175673734717341,5,0.04206576000465992,0.00489166454715291
f_44,0.021117041340808756,0.004205274201175525,0.00017914486494028742,5,0.029775759044095414,0.0124583236375221
f_18,0.02019608802997948,0.006728752943807533,0.0012828008210163029,5,0.0340506833425282,0.006341492717430763
f_15,0.019924463639649358,0.009955419140466668,0.005515250758968062,5,0.04042280924838546,-0.0005738819690867467
f_9,0.01969517261714025,0.004076181293579141,0.00020813784334887067,5,0.028088086239432354,0.011302258994848146
f_22,0.019388579157295804,0.007494567922852177,0.002218511847122016,5,0.0348199980963853,0.00395716021820631
f_47,0.019173797842508094,0.007917295004855256,0.0028174319350239285,5,0.03547561768615111,0.0028719779988650752
f_30,0.018354395822434068,0.0040504755527744594,0.0002670287212008268,5,0.026694380969118237,0.010014410675749898
f_32,0.01768169994266843,0.016762828989152684,0.03888910540737821,5,0.05219659651825201,-0.016833196632915146
f_37,0.017532814062898038,0.003988093639349843,0.00030023004139574953,5,0.025744353987631252,0.009321274138164826
f_17,0.017232285473243698,0.00752075386545684,0.003434715408909585,5,0.03271762163008438,0.0017469493164030125
f_45,0.01680233535718127,0.008127936686371452,0.004931382937848013,5,0.03353786933444357,6.680137991897303e-05
f_14,0.015319420001261125,0.006891905846260804,0.003824761100341431,5,0.02950994939497388,0.0011288906075483697
f_27,0.015177441841740427,0.011984142466266444,0.023627156757111616,5,0.03985295681823446,-0.009498073134753607
f_43,0.015013815659489633,0.0047117183390904295,0.0010255407105617142,5,0.024715308842544935,0.005312322476434329
f_35,0.014139620035326584,0.006622356636679452,0.0044061093076328195,5,0.02777514388094534,0.0005040961897078266
f_16,0.013876135205002504,0.009309986833666333,0.01451539164140116,5,0.03304552677321422,-0.005293256363209211
f_41,0.013523811413547832,0.010618979594838719,0.023250823483099786,5,0.03538843716921612,-0.008340814342120455
f_10,0.012661536760791825,0.009046494509641748,0.017599141009599074,5,0.03128839399198597,-0.005965320470402323
f_46,0.01243135232604434,0.010855308020603678,0.031295340156269724,5,0.03478258157676865,-0.009919876924679966
f_21,0.01221932235677467,0.004283455974638677,0.0015494014288607344,5,0.0210390174122089,0.003399627301340441
f_26,0.011868341981528035,0.004904354911873392,0.0028249839226866472,5,0.021966476530463845,0.0017702074325922253
f_48,0.01185425593239232,0.006239308039813781,0.00658757049630119,5,0.024701077422770425,-0.0009925655579857817
f_40,0.011213654340106839,0.0067372389418228346,0.010221420789949042,5,0.02508572243985802,-0.0026584137596443423
f_29,0.010980468993696058,0.007666795899638419,0.016410926017188843,5,0.02676650771743204,-0.004805569730039922
f_11,0.010755202377228967,0.006775948305746833,0.011907578578076826,5,0.024706973592319926,-0.003196568837861992
f_19,0.010307887951228636,0.010318258159373957,0.04461580537791195,5,0.031553324114863036,-0.010937548212405765
f_25,0.009756263814758906,0.006851699491997141,0.016703921863089402,5,0.02386400776933191,-0.004351480139814097
f_7,0.008491944758912398,0.016794759420126926,0.16070576278485726,5,0.0430725865331974,-0.0260886970153726
f_24,0.008453469421365833,0.014680038761429455,0.13366070580789924,5,0.03867987213084709,-0.021772933288115425
f_20,0.007914789598821515,0.003329095606748578,0.003010562981402077,5,0.014769443466107963,0.0010601357315350671
f_12,0.006577319320100633,0.009946396778001059,0.1066561523660652,5,0.02705708775981775,-0.013902449119616482
f_49,0.006180980372091199,0.012540030097865062,0.16612437124621401,5,0.032001075665230354,-0.01963911492104796
f_23,0.0032765404995507923,0.004578720046412559,0.09240994520242417,5,0.012704188359750608,-0.006151107360649022
f_42,0.00044838570300527735,0.009587101111252796,0.4608715297676917,5,0.020188359398893865,-0.01929158799288331
f_13,-0.000520019837056207,0.00477335025799132,0.5902388607629023,5,0.009308374318859678,-0.010348413992972092
f_38,-0.0061233029029171045,0.006304497851754045,0.9521914464094825,5,0.006857745311264955,-0.019104351117099162
