,importance,stddev,p_value,n,p99_high,p99_low
f_15,0.07580876809007922,0.04960525258832252,0.01342394468821288,5,0.17794666878688722,-0.026329132606728783
f_18,0.07574570860457557,0.03735469924822811,0.005271898244360005,5,0.15265955065348819,-0.0011681334443370411
f_36,0.07263351705900296,0.022626468861735815,0.0009974634840606556,5,0.11922172917635088,0.02604530494165505
f_31,0.0658282393529851,0.026029127432210288,0.0024091016703831976,5,0.11942257249667929,0.012233906209290907
f_46,0.06445295469635856,0.031024765401831966,0.004847519915542148,5,0.1283333754665582,0.0005725339261588996
f_26,0.06299443207274709,0.01958291110786715,0.0009896827787369705,5,0.10331591670844083,0.02267294743705335
f_35,0.059338902701108844,0.021288954441540633,0.0016879290275231909,5,0.10317315414086102,0.015504651261356667
f_24,0.057709183063612154,0.025174392748570383,0.0034289700137443515,5,0.109543605680003,0.005874760447221308
f_14,0.05618821040374824,0.014629526014842804,0.0005049541381473274,5,0.08631060666984723,0.026065814137649242
f_11,0.054748314114598996,0.017788246754381384,0.0011680107411586138,5,0.09137456004156813,0.018122068187629854
f_6,0.05187037181498564,0.011741625695060025,0.0002946543072211409,5,0.07604654140762768,0.02769420222234361
f_16,0.05034675146377991,0.014506761746345092,0.0007429657632008873,5,0.0802163744042596,0.020477128523300216
f_20,0.049594154301908985,0.011612552961589293,0.0003357923116711387,5,0.07350456135236001,0.025683747251457955
f_17,0.04587801747606721,0.008491024750484872,0.00013459344061204383,5,0.06336115479574939,0.02839488015638502
f_40,0.04426717042056213,0.011535842417840895,0.0005066594344052413,5,0.06801962940118281,0.020514711439941442
f_53,0.0437846261198531,0.03286213986502872,0.020384025577277778,5,0.11144822630498871,-0.02387897406528252
f_10,0.04215717564025329,0.015785513872880574,0.001975190614764284,5,0.07465976688350219,0.009654584397004395
f_52,0.04144576162899723,0.013531861298185652,0.00118947008192347,5,0.06930805107216048,0.013583472185833965
f_50,0.040424184380548116,0.021158116939492617,0.006463869979255387,5,0.08398903959521697,-0.003140670834120743
f_37,0.03852722096115605,0.008181261392194949,0.0002299965258374344,5,0.05537255124473468,0.021681890677577417
f_41,0.03742812130307516,0.015540657965794886,0.002874040998332873,5,0.06942655084936633,0.005429691756783976
f_54,0.03536417607198317,0.01983484986806483,0.008154481456351819,5,0.07620440609708765,-0.005476053953121313
f_13,0.032774917484179995,0.012656172285601017,0.0022103421972307935,5,0.05883415114712311,0.006715683821236881
f_23,0.0309118709244209,0.007174832241858216,0.00032460703910316957,5,0.04568494967712708,0.016138792171714714
f_22,0.020022677659735817,0.013803593460618878,0.015784479350214417,5,0.048444467381086695,-0.008399112061615064
