,importance,stddev,p_value,n,p99_high,p99_low
f_6,0.002084596142207018,0.0008787805935676042,0.0030347970978775794,5,0.0038940175304012885,0.00027517475401274785
f_49,0.0020466980276275582,0.0009793403637905764,0.00474817904591202,5,0.004063173372594656,3.0222682660459733e-05
f_44,0.002039079001294808,0.0005817524433854427,0.0007156079033460248,5,0.0032369153228986917,0.0008412426796909245
f_32,0.0018958576607241984,0.0007023453435890022,0.0018992957900382799,5,0.0033419964306182206,0.0004497188908301759
f_9,0.0017501042413112123,0.0009766489529856326,0.008018799181361709,5,0.003761037934231681,-0.00026082945160925647
f_27,0.001675091341557855,0.002134073765284847,0.07704343002483491,5,0.006069178720313361,-0.0027189960371976508
f_53,0.0016022347841916807,0.0006901688738025708,0.003278140497461042,5,0.0030233020344987436,0.00018116753388461803
f_34,0.0014501710435000036,0.0006323922138927405,0.0034248498347956477,5,0.0027522753524944223,0.0001480667345055849
f_19,0.0007087083764472535,0.0006768034161715108,0.03962507926289019,5,0.002102255964761708,-0.0006848392118672007
f_35,0.0006515774175157807,0.0006999336346590744,0.05291648698885568,5,0.002092750445389722,-0.0007895956103581607
f_16,-2.9047277805438475e-05,0.0014252215393926158,0.517082501939556,5,0.0029055035704590253,-0.002963598126069902
