,importance,stddev,p_value,n,p99_high,p99_low
f_20,0.003704048410966887,0.0031351338660195825,0.02873501954469522,5,0.010159332373256181,-0.0027512355513224073
f_26,0.0036301277341125315,0.0045531759940010885,0.07460196564052406,5,0.013005180037340804,-0.005744924569115741
f_34,0.0033112898336393414,0.0006587961621641542,0.0001784911146894052,5,0.0046677602370659484,0.0019548194302127344
f_21,0.003180893160331044,0.0025550193049366267,0.024812369848609468,5,0.008441713223315215,-0.002079926902653127
f_28,0.003108764779665285,0.0037399954482911744,0.06830549475875787,5,0.010809467099927287,-0.004591937540596716
f_33,0.002989524125208698,0.0014574711823018881,0.005066552745340212,5,0.005990477433960787,-1.142918354339129e-05
f_18,0.0028441588788367667,0.0021174049509921915,0.019901206273664828,5,0.007203924938576197,-0.001515607180902664
f_8,0.002583427202678501,0.0006712285205384084,0.0005009156880212509,5,0.003965496003831151,0.0012013584015258506
f_30,0.002528855614969816,0.0010508423388871494,0.0028821892504587872,5,0.004692554514923078,0.00036515671501655394
f_48,0.00246316903714342,0.0025597560464211302,0.04889775057552181,5,0.007733742116312909,-0.0028074040420260683
f_5,0.0022876489830291336,0.0019712972778644765,0.030185398241562977,5,0.006346577324375951,-0.0017712793583176843
f_51,0.0022710839335690625,0.00020792773434728296,8.337962235026726e-06,5,0.002699210012456815,0.0018429578546813098
f_47,0.0018094645176424228,0.0009376110963030099,0.0062467585007868216,5,0.003740018724092853,-0.00012108968880800717
f_29,0.0014918267056472478,0.0022337734769866243,0.10481929397880574,5,0.00609119716879317,-0.003107543757498674
f_39,0.0014154720224696326,0.0022328819857197423,0.11465458450984804,5,0.0060130068927753254,-0.00318206284783606
f_52,0.0013766947808242281,0.0022556259382711078,0.12202907147407054,5,0.006021059763788014,-0.0032676702021395576
f_46,-6.0149922893593113e-05,0.0006012896168234342,0.5830187349890292,5,0.0011779137088515483,-0.0012982135546387346
f_22,-0.0012864390784817937,0.005935402005953584,0.6733646035023118,5,0.010934635687750393,-0.013507513844713982
f_19,-0.006000229899495946,0.0053266204528252615,0.9672813111499106,5,0.004967355234589771,-0.016967815033581662
